1 0.0 0.0 0.0
2 0.0 4.0 0.0
3 0.0 8.0 0.0
4 0.0 2.20204102887 4.0
5 0.0 6.20204102887 4.0
6 0.0 0.404082057735 8.0
1 0.2 -0.913548516998 -0.406729771581
2 0.2 4.1289785322 0.991647386036
3 0.2 8.10060887785 -0.994926054386
4 0.2 2.26374344771 3.00190540954
5 0.2 6.82203442826 3.21539297435
6 0.2 1.38082236316 7.78557431181
1 0.4 -0.0709426921753 0.145045246283
2 0.4 3.34208463928 1.61701184779
3 0.4 8.92451780297 -1.57348741707
4 0.4 1.2608396135 2.9350727224
5 0.4 6.69228317103 2.21376199876
6 0.4 1.75406986688 8.71919367925
1 0.6 0.441680558926 -0.730284068587
2 0.6 4.29463952957 1.2804747838
3 0.6 8.59928098038 -2.53339921057
4 0.6 1.67352338697 3.85719533766
5 0.6 5.70305209003 1.965121961
6 0.6 2.01970116397 7.74378741533
1 0.8 1.46231943374 -0.6863799772
2 0.8 4.61151114124 2.24515001354
3 0.8 7.67895429686 -2.09300141312
4 0.8 0.658186148268 3.86700394956
5 0.8 6.0618336987 0.99962946632
6 0.8 1.37911946135 6.95466720112
1 1.0 2.46864599502 -0.472630302617
2 1.0 5.45454756671 1.67005349803
3 1.0 8.30290848291 -1.27724060996
4 1.0 -0.145118697297 3.23760126294
5 1.0 5.74000235769 1.98858072292
6 1.0 1.97143014677 6.12198378724
1 1.2 2.65691368017 -1.49135089908
2 1.2 5.38775885646 2.69351760666
3 1.2 9.08199079404 -0.597726324538
4 1.2 -0.389191175557 2.2414245021
5 1.2 5.27710031215 1.0461255801
6 1.2 2.73457812425 6.80973118781
1 1.4 2.29223234285 -0.514006683843
2 1.4 5.44014419381 3.72295482356
3 1.4 10.0553982606 -0.230027370725
4 1.4 -0.128207920764 3.23860700687
5 1.4 5.15407032237 -0.00671040979553
6 1.4 1.93776187927 6.15266755157
1 1.6 3.00815716426 0.254568084911
2 1.6 6.40924873866 3.35700417273
3 1.6 9.26976859839 0.462516969256
4 1.6 -0.40351428712 2.23996297503
5 1.6 4.34220082919 -0.703680944355
6 1.6 2.73097235401 5.48275483933
1 1.8 2.50053174213 1.18232710665
2 1.8 6.24203949392 2.32949482788
3 1.8 8.45212815414 -0.202685295319
4 1.8 -0.457524415092 1.20033934537
5 1.8 3.27206796862 -0.558024977324
6 1.8 3.70356822123 5.10407285094
1 2.0 2.71054081433 0.138495260968
2 2.0 6.49853534295 1.3152720963
3 2.0 8.19719606223 -1.23240817301
4 2.0 -1.30141234621 0.582042467211
5 2.0 3.23901654406 0.531473808051
6 2.0 3.77882012615 4.05759470439
1 2.2 3.55852080162 -0.517241384941
2 2.2 7.53496673734 1.13919280711
3 2.2 7.17413445408 -1.53744170764
4 2.2 -0.997417246943 1.58841264312
5 2.2 4.3187493881 0.3212905892
6 2.2 3.0788413386 3.26873136415
1 2.4 4.15351953346 0.383043295701
2 2.4 8.52888513547 1.49714370836
